video,title,isdone,n_chunks,transcription
تحدي المافيا المغربية - الجزء الثاني,,,,كتصوتي هذا زكريا حدراف هز ليا صبع رشيد رفيق علاه مكتصوتش زكريا زكريا زيد ليا جوج صباع شوف رشيد راه غتندم سير سير زكريا حدراف علاه مكتصوت على لبنى لبنى هز ليا صبع  واقيلا واقيلا بان ليا بلاتي اه عندك مدة دقيقة  أنا كندافع على راسي علاش أنا ماشي مافيا هز ليا رشيد هز صبع ثاني ودوي ها أنا راح هز صبع ثاني ونشكا دابا رشيد يهديك الله زكريا ضحينا ضحينا بالشيخ خاصك عندك دقيقة دافع على راسك رشيد رشيد شوف عزيز علينا كلشي خويا رشيد هذا راه موت راه ماشي تفلية ههه سمعني مزيان راه مواطن صالح واخا أخويا ها أنا نقول لك بدل الرأي ديالك أرى أنا شوف أنا غنبدل الرأي ديالي وغادي نختارك أنت صافي صافي اختارتيني أنا؟ أنا مغاديش مغاديش نطلقكم بحال قبيلة أنا غادي نعطيه دابا لانفلوب ديالي مسامح مرحبا مدافعتي على راسي؟ دافعت أنا وما تاوقوش بيا دابا شوف مبغيتش نبقى كيف كيف كيف طرا لعمر كيف طرا لزبيد وأنا كنقول له كنقول له شوف هادي راه مسألة تموت ومبغاش دويتي بزاف الروح عزيزة صافي دويت بزاف الروح عزيزة ها ها ها وشي شوف وشي شوف وشي شوف ساليتي دقيقة ديالك شوف صافي شوف لا هي شوف الهضرة كيف كتهضر دابا ماشي كيف كنت كتزهق إييي لاحظتيها لاحظتيها سبحان الله العظيم دابا هاتصن دابا الهضرة اللي كنت كنقول قبيلة ماشي هي دابا ياك دابا ها أنتما غادي نشوفو كيف ما كانت شي تنشوفو شنو كاين؟ ثاقتو فيا قول قبيلة قبيلة شوف ودابا متاقوش فيا راه حتى أنا متاقتش بك راه أنت مافيا   يا عمر وعيت ما نقلبها وما جفتو أنا ماجفتش جفتو أنا واش شوف شوف واش فراسك واحد الحاجة؟
تحدي المافيا المغربية - الجزء الثاني,,,,أنهم كاملين يبغيو يحكموا عليك. ويلي! غيرنا أغلى الليلة.
تحدي المافيا المغربية - الجزء الثاني,,,,بايلا وعندك سؤال سؤال محرج سؤال محرج علاش ما تتجاوبوش؟
تحدي المافيا المغربية - الجزء الثاني,,,,آه ماجاوبوش. ماجاوبوش. ماجاوبوش. وايا يا الهامشي. البويما ديالي في الليل
تحدي المافيا المغربية - الجزء الثاني,,,,ما عندي تا شي والو عرفو الناس راه كتفرج زعما راه عرفو الوالدين وخوت و السؤال عندنا بكره علاقة باله ما عندك الحق ما تكلمش
تحدي المافيا المغربية - الجزء الثاني,,,,"ياك شايف، ياك شايف، باينة لك في وجهي، باينة لك، باينة لك. داك الشيء باين لك. كتخوت. والله صاحب. اسمع.
"
تحدي المافيا المغربية - الجزء الثاني,,,,ماشي هووش! أرى ودّوْس ستعشر مُدرِّب.
تحدي المافيا المغربية - الجزء الثاني,,,,واحد اللي اللي فريمون كانت بيغيود
تحدي المافيا المغربية - الجزء الثاني,,,,كانت بيريود ما ما عجباتكش كاع وما
تحدي المافيا المغربية - الجزء الثاني,,,,ماشي بالضرورة تكون عندك مشكل معاه شخصي ولكن في الكورة ما مشاتش معاه.
تحدي المافيا المغربية - الجزء الثاني,,,,"ماشي شخصي. ولا ديطراكسيون.
"
تحدي المافيا المغربية - الجزء الثاني,,,,هذا هو السيد الرياضي. تبوسلك المدرب ديالك؟
تحدي المافيا المغربية - الجزء الثاني,,,,قولي علاش ما جاوبتيش باش ننتقلوا للقاء.
تحدي المافيا المغربية - الجزء الثاني,,,,ما نجاوبوش لأنه مسالة أخلاق، مسألة
تحدي المافيا المغربية - الجزء الثاني,,,,التربية التربية في الدار
تحدي المافيا المغربية - الجزء الثاني,,,,"واخا يكون هوايا كيف ما بغا يكون أنا ما نجبدوش.
"
تحدي المافيا المغربية - الجزء الثاني,,,,آفي! متنبدوش. متنبدوش! متنبدوش دابا. ماشي متجبدو دابا متنبدوش! أنا لو فيت الغلط ديالي. أنا الغالط ماشي أنت. أنا أنا أنا أنا أنا أنا أنا أنا أنا! أنا! أنا! أنا! أنا! أنا! أنا! أنا! أنا! أنا! أنا! أنا! أنا! أنا! أنا! الجولة التالية. الجولة التالية والأخيرة على الأدوار وتتفرق. بلاتي متشوقوش حتى واحد ميشوف. تلاثة. جوج. واحد. كولشي يكشف الدور ديالو.
تحدي المافيا المغربية - الجزء الثاني,,,,كلشي يشوف الدور ديالو بلا ما تخليو صحابكم يشوفو حيت هادشي مهم جدا هاد الدور أنا مبغيتش نتعطل غمضو عينيكم حيت الليل مالو؟ طاح وصافي غمضو عينيكم شكرا ليكم أنا غنطلب من المافيا انه يحل عينيه
تحدي المافيا المغربية - الجزء الثاني,,,,"تم الاغتيال بنجاح.
"
تحدي المافيا المغربية - الجزء الثاني,,,,الشيخ هل علينا
تحدي المافيا المغربية - الجزء الثاني,,,,الشيخ سول على واحد واش مافيا ولا ماشي مافيا؟
تحدي المافيا المغربية - الجزء الثاني,,,,الشيخ غمض عينو
تحدي المافيا المغربية - الجزء الثاني,,,,وصل. صباح الخير عليكم جميعا. واللي مات شكون؟ أنا. أنت. والله لا. السلام عليكم. ربحت مرة، ولكن خسرت جوج مرات.
تحدي المافيا المغربية - الجزء الثاني,,,,والمافيا راه كاين واحد. أنمشيو لفقرة ديال التحقيق وغنبدأو من عمر لطفي.
تحدي المافيا المغربية - الجزء الثاني,,,,و علاش ؟ زعما الليل؟
تحدي المافيا المغربية - الجزء الثاني,,,,الله يهديك اسي علي. الله يهديك.
تحدي المافيا المغربية - الجزء الثاني,,,,أخيني أشوف راه قبيله نته هدرتي
تحدي المافيا المغربية - الجزء الثاني,,,,وشوف وفي الآخر ندمت. لبنى في مشاكل وعلاش.
تحدي المافيا المغربية - الجزء الثاني,,,,ياك، أنا قلت لهم ليكن هذا دوراه سمح ليا ما عندك الحق تهدر ما عندك الحق تهدر ما عندك الحق تهدر، لبنى فيما شاكوا علاش؟ ما تعصبوش فيما شاكوا علاش؟ عمر لطفي علاش؟ ما عارفاش، جاي عندي ولا تيبقا يقول ليا شي حاجة أش؟
تحدي المافيا المغربية - الجزء الثاني,,,,"ورا حتى أنا قالها ليا ولكن ما زكريا حبراف في الليل.
"
تحدي المافيا المغربية - الجزء الثاني,,,,فيما شافت وعلاش؟
تحدي المافيا المغربية - الجزء الثاني,,,,"أنا نشك أنا نشك في عمر, عمر أه , علاش لان, بغيتي تعرفو باش تعرفو النية قاع شنايا, حيث عزلتيني, عزلتيني. لان عارف , حيت علاش حيت, الى كنت غالط, الى كنت أنا غالط, علاش ما تعزل شي واحد آخر؟ مشيتي ليها لودنها و بديتي كتخبر عليها دزتي بزاف في التصوير. الزوبير على من شاك. أنا شاك ف حد العكارية, انا نقول لك علاش. علاش.  مع حليت الورقة مع أنا حليت, كنشوف الرياكسيو باقي ما قال والو قالي."
